Country,Comment,URL,Year,NumAuth,Agency,ReportSeries,Branch,Title,FirstAuthor,AllAuthors,Citation
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Stichert, M. A. 2011. Fishery management plan for the Chignik Area state-waters Pacific cod season, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 11-01, Anchorage. "
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Stichert, M. A. 2011. Fishery management plan for the Chignik Area state-waters Pacific cod season, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 11-64, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Stichert, M. A. 2011. Fishery management plan for the South Alaska Peninsula Area state-waters Pacific cod season, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 11-65, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Stichert, M. A. 2011. Fishery management plan for the commercial Tanner crab fishery in the South Peninsula, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 11-60, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Stichert, M. A. 2011. Fishery management plan for the Chignik District commercial Tanner crab fishery, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 11-61, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Spalinger, K. 2011. Bottom trawl survey of crab and groundfish: Kodiak, Chignik, South Peninsula, and Eastern Aleutian management districts, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-40, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Spalinger, G. 2011. Kodiak management area commercial herring food and bait fishery harvest strategy, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 11-49, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Spalinger, G. 2011. Kodiak management area herring fisheries annual management report, 2009. Alaska Department of Fish and Game, Fishery Management Report No. 11-16, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Spalinger, G. 2011. Kodiak management area herring sac roe fishery harvest strategy for the 2011 season. Alaska Department of Fish and Game, Fishery Management Report No. 11-12, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Spalinger G. 2011. Kodiak management area herring fisheries annual management report, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-75, Anchorage."
USA,,,2011,4,ADFG,Fishery Management Report,Commercial,,,,"Smith, Q., B. Davidson, J. Stratman, G. Woods. 2011. 2012 Report to the Board of Fisheries on Region 1 shrimp fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 11-56, Anchorage. "
USA,,,2011,3,ADFG,Fishery Management Report,Commercial,,,,"Skannes, P., G. Hagerman and L. Shaul. 2011. Annual management report for the 2010 Southeast Alaska/Yakutat salmon troll fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 11-10 Anchorage."
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Skannes, P. and G. Hagerman. 2011. Summary of spring troll fisheries in Southeast Alaska, 1999–2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-53, Anchorage."
USA,,,2011,8,ADFG,Fishery Management Report,Commercial,,,,"Salomone, P., S. Morstad, T. Sands, M. Jones, T. Baker, G. Buck, F. West, and T. Kreig. 2011. 2010 Bristol Bay area annual management report. Alaska Department of Fish and Game, Fishery Management Report No. 11-23, Anchorage."
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Sagalkin, N. H., and K. Spalinger. 2011. 2011. Annual management report for shellfish fisheries in the Kodiak, Chignik, and Alaska Peninsula Areas, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-43, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Sagalkin, N. H. 2011. Fishery management plan for the state-waters Pacific cod season in the Kodiak Registration Area, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 11-02, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Sagalkin, N. H. 2011. Fishery management plan for the Kodiak Area state-waters Pacific cod season, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 11-69, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Sagalkin, N. H. 2011. Fishery management plan for commercial Tanner crab fishery in the Kodiak District, 2011/2012. Alaska Department of Fish and Game, Fishery Management Report No. 11-58 Anchorage."
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Rumble, J. and K. Hebert. 2011. Report to the Board of Fisheries, miscellaneous dive fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 11-59, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Pryor, F. 2011. 2012 Report to the Alaska Board of Fisheries on the status of the allocation of enhanced salmon in the Southeast Alaska Region. Alaska Department of Fish and Game, Fishery Management Report No. 11-71, Anchorage."
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Pontius, K. and W. Davidson. 2011. Overview of the 2011 Southeast Alaska and Yakutat commercial, personal use, and subsistence salmon fisheries. Alaska Department of Fish and Game, Fishery Management Report No.11-72, Anchorage. "
USA,,,2011,3,ADFG,Fishery Management Report,Commercial,,,,"Poetter, A. D., M. D. Keyse and A. C. Bernard. 2011. South Alaska Peninsula salmon annual management report, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-33 Anchorage."
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Poetter, A. D. and M. Keyse. 2011. Aleutian Islands and Atka-Amlia Islands management areas salmon annual management report, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-35 Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Poetter, A. D. 2011. South Unimak and Shumagin Islands June fisheries salmon management plan, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 11-21, Anchorage."
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Patton, E. and H. C. Carroll. 2011. Lower Kuskokwim River inseason subsistence salmon catch monitoring, 2006 to 2009. Alaska Department of Fish and Game, Fishery Management Report No. 11-76, Anchorage."
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Murphy, R. L. and T. G. Hartill. 2011. North Alaska Peninsula salmon management plan, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 11-22, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Moore, M. L. 2011. Alaska Peninsula and Aleutian Islands Management Areas salmon escapement and catch sampling results, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-42, Anchorage."
USA,,,2011,4,ADFG,Fishery Management Report,Commercial,,,,"Messmer, A., G. Bishop, C. Siddon and J. Stratman. 2011. 2012 Report to the Alaska Board of Fisheries on Southeast Alaska/Yakutat Dungeness crab fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 11-62, Anchorage."
USA,,,2011,3,ADFG,Fishery Management Report,Commercial,,,,"Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Alaska Department of Fish & Game, Fishery Management Report, No. 11-46, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Keyse, M. D. 2011. Post-June salmon management plan for the South Alaska Peninsula, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 11-19, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Hebert, K. 2011. 2012 Report to the Alaska Board of Fisheries: Southeast Alaska-Yakutat herring fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 11-74, Anchorage. "
USA,,,2011,9,ADFG,Fishery Management Report,Commercial,,,,"Hayes S. J., F. Bue, E. Newland, W. H. Busher, K. Clark, D. F. Evenson, B. M. Borba, M. Horne-Brine. and D. Bergstrom. 2011. Annual management report Yukon and Northern Areas 2005. Alaska Department of Fish and Game, Fishery Management Report No. 11-36, Anchorage."
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Hartill, T. G., and R. L. Murphy. 2011. North Alaska Peninsula commercial salmon annual management report, 2010. Alaska Department of Fish and Game, Fishery Management Report 11-07, Anchorage."
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Hartill, T. G. and M. D. Keyse. 2011. Annual summary of the commercial, and subsistence salmon fisheries and salmon escapements in the Alaska Peninsula, Aleutian Islands, and Atka-Amlia Islands Management Areas, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-34 Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Hartill, T. 2011. Annual management report for the Bering Sea-Aleutian Islands Area state-waters groundfish fisheries and groundfish harvest from parallel seasons in 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-66, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Hartill, T. 2011. Fishery management plan for the Aleutian Islands District state-waters and Parallel Pacific cod seasons, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 11-63, Anchorage."
USA,,,2011,3,ADFG,Fishery Management Report,Commercial,,,,"Hammarstrom, L. F. and E. G. Ford. 2011. 2010 Lower Cook Inlet annual finfish management report. Alaska Department of Fish and Game, Fishery Management Report No. 11-26 Anchorage."
USA,,,2011,6,ADFG,Fishery Management Report,Commercial,,,,"Green, K., K. Carroll, M. Vaughn, J. Stahl, M. Kallenberger and D. Holum. 2011. 2012 Report to the Alaska Board of Fisheries, groundfish fisheries: Southeast Alaska and Yakutat. Alaska Department of Fish and Game, Fishery Management Report No. 11-70, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Foster, M. B. 2011. Alaska Peninsula and Aleutian Islands Management Areas salmon escapement and catch sampling results, 2009. Alaska Department of Fish and Game, Fishery Management Report No. 11-15, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Foster, M. B. 2011. Kodiak management area salmon escapement and catch sampling results, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-30 Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Fitch, H. 2011. Annual management report for the Bering Sea-Aleutian Islands Area state-waters groundfish fisheries and groundfish harvest from parallel seasons in 2009. Alaska Department of Fish and Game, Fishery Management Report No. 11-28, Anchorage. "
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Dinnocenzo, J. and J. Jackson. 2011. Kodiak management area harvest strategy for the 2011 commercial salmon fishery. Alaska Department of Fish and Game, Fishery Management Report No. 11-18, Anchorage."
USA,,,2011,8,ADFG,Fishery Management Report,Commercial,,,,"Davidson, W., R. Bachman, D. Gordon, S. Heinl, K. Jensen, K. Monagle, T. Thynes and S. Walker. 2011. Annual management report of the 2009 Southeast Alaska commercial purse seine and drift gillnet fisheries. Alaska Department of Fish and Game, Fishery Management Report No 11-09, Anchorage."
USA,,,2011,8,ADFG,Fishery Management Report,Commercial,,,,"Davidson, W., R. Bachman, D. Gordon, A. Piston, K. Jensen, K. Monagle, T. Thynes and S. Walker. 2011. Annual management report of the 2010 Southeast Alaska commercial purse seine and drift gillnet fisheries. Alaska Department of Fish and Game, Fishery Management Report No 11-27, Anchorage."
USA,,,2011,5,ADFG,Fishery Management Report,Commercial,,,,"Davidson, B., D. Gordon, K. Monagle, T. Thynes and S. Walker. 2011. 2010 Southeast Alaska commercial herring fishery Annual Management Report. Alaska Department of Fish and Game, Fishery Management Report No. 11-41, Anchorage."
USA,,,2011,8,ADFG,Fishery Management Report,Commercial,,,,"Bue, F., S. J. Hayes, E. Newland, D. F. Evenson, K. Clark, B. M. Borba, W. H. Busher and M. Horne-Brine. 2011. Annual management report for the Yukon and Northern Areas, 2006. Alaska Department of Fish and Game, Fishery Management Report No. 11-29 Anchorage."
USA,,,2011,2,ADFG,Fishery Management Report,Commercial,,,,"Brodersen, N. B., and H. C. Carroll. 2011. Activities of the Kuskokwim River salmon management working group, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-45, Anchorage."
USA,,,2011,4,ADFG,Fishery Management Report,Commercial,,,,"Brazil, C., D. Bue, H. Carroll, and T. Elison. 2011. 2010 Kuskokwim area management report. Alaska Department of Fish and Game, Fishery Management Report No. 11-67, Anchorage."
USA,,,2011,8,ADFG,Fishery Management Report,Commercial,,,,"Bowers, F. R., M. Schwenzfeier, K. Herring, M. Salmon, J. Shaishnikoff, H. Fitch, J. Alas and B. Baechler. 2011. Annual management report for the commercial and subsistence shellfish fisheries of the Aleutian Islands, Bering Sea and the Westward Region’s shellfish observer program, 2009/10. Alaska Department of Fish and Game, Fishery Management Report No. 11-05, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Bernard, A. C. 2011. Alaska Peninsula-Aleutian Islands Management Area herring sac roe fishery management plans, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 11-14, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Bernard, A. C. 2011. Alaska Peninsula-Aleutian Islands Management Area herring sac roe and food and bait fisheries annual management report, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 11-06, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Bernard, A. C. 2011. Southeastern District Mainland (Alaska Peninsula Area) salmon management plan, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 11-20, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Bernard, A. C. 2011. Alaska Peninsula-Aleutian Islands Management Area herring food and bait fishery management plans, 2011. Alaska Department of Fish and Game, Fisheries Management Report No. 11-11 Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Anderson, T. J. 2011. Chignik Management Area commercial salmon fishery harvest strategy, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 11-24, Anchorage."
USA,,,2011,1,ADFG,Fishery Management Report,Commercial,,,,"Anderson, T. J. 2011. Chignik Management Area salmon and herring annual management report, 2009. Alaska Department of Fish and Game, Fishery Management Report No. 11-31 Anchorage."
USA,,,2011,5,ADFG,Fishery Data Series,Sport Fish,,,,"Yanusz, R. J., R. A. Merizon, T. M. Willette, D. G. Evans and T. R. Spencer. 2011. Inriver abundance and distribution of spawning Susitna River sockeye salmon Oncorhynchus nerka, 2008. Alaska Department of Fish and Game, Fishery Data Series No. 11-12 Anchorage."
